Date,Week,Tank,treatment,Watt,Temperature
8/20/12,8,25,P,0,15.378
8/20/12,8,26,PZN,250,19.128
8/20/12,8,27,P,300,20.368
8/20/12,8,28,PZ,100,16.046
8/20/12,8,29,P,200,18.456
8/20/12,8,30,PZ,450,24.877
8/21/12,8,1,P,400,23.789
8/21/12,8,2,PZN,0,15.187
8/21/12,8,3,P,150,18.654
8/21/12,8,4,PZN,300,21.798
8/21/12,8,5,PZN,100,17.687
8/21/12,8,6,P,50,14.038
8/21/12,8,7,PZN,350,23.003
8/21/12,8,8,P,450,27.469
8/21/12,8,9,PZ,400,23.996
8/21/12,8,10,PZN,200,19.456
8/21/12,8,11,PZ,0,17.855
8/21/12,8,12,PZ,200,19.203
8/21/12,8,13,PZ,250,20.158
8/21/12,8,14,P,350,21.999
8/21/12,8,15,P,100,17.665
8/21/12,8,16,PZN,150,18.654
8/21/12,8,17,P,250,20.158
8/21/12,8,18,PZN,450,23.125
8/21/12,8,19,PZ,150,18.123
8/21/12,8,20,PZ,350,22.978
8/21/12,8,21,PZ,50,15.747
8/21/12,8,22,PZ,300,21.648
8/21/12,8,23,PZN,400,23.78
8/21/12,8,24,PZN,50,15.632
8/21/12,8,25,P,0,15.091
8/21/12,8,26,PZN,250,20.468
8/21/12,8,27,P,300,21.038
8/21/12,8,28,PZ,100,17.57
8/21/12,8,29,P,200,19.564
8/21/12,8,30,PZ,450,24.978
8/22/12,9,1,P,400,22.976
8/22/12,9,2,PZN,0,14.038
8/22/12,9,3,P,150,19.265
8/22/12,9,4,PZN,300,21.336
8/22/12,9,5,PZN,100,17.987
8/22/12,9,6,P,50,17.189
8/22/12,9,7,PZN,350,22.036
8/22/12,9,8,P,450,23.699
8/22/12,9,9,PZ,400,22.789
8/22/12,9,10,PZN,200,20.369
8/22/12,9,11,PZ,0,17.76
8/22/12,9,12,PZ,200,20.321
8/22/12,9,13,PZ,250,20.369
8/22/12,9,14,P,350,22.12
8/22/12,9,15,P,100,17.379
8/22/12,9,16,PZN,150,19.746
8/22/12,9,17,P,250,20.365
8/22/12,9,18,PZN,450,23.645
8/22/12,9,19,PZ,150,19.453
8/22/12,9,20,PZ,350,22.123
8/22/12,9,21,PZ,50,17.988
8/22/12,9,22,PZ,300,21.026
8/22/12,9,23,PZN,400,22.979
8/22/12,9,24,PZN,50,17.523
8/22/12,9,25,P,0,13.846
8/22/12,9,26,PZN,250,20.493
8/22/12,9,27,P,300,21.687
8/22/12,9,28,PZ,100,17.284
8/22/12,9,29,P,200,20.23
8/22/12,9,30,PZ,450,23.778
8/23/12,9,1,P,400,25.468
8/23/12,9,2,PZN,0,18.14
8/23/12,9,3,P,150,21.365
8/23/12,9,4,PZN,300,23.456
8/23/12,9,5,PZN,100,21.368
8/23/12,9,6,P,50,18.236
8/23/12,9,7,PZN,350,24.035
8/23/12,9,8,P,450,27.887
8/23/12,9,9,PZ,400,25.456
8/23/12,9,10,PZN,200,21.659
8/23/12,9,11,PZ,0,18.806
8/23/12,9,12,PZ,200,21.12
8/23/12,9,13,PZ,250,22.358
8/23/12,9,14,P,350,24.645
8/23/12,9,15,P,100,21.091
8/23/12,9,16,PZN,150,20.145
8/23/12,9,17,P,250,22.158
8/23/12,9,18,PZN,450,26.978
8/23/12,9,19,PZ,150,21.023
8/23/12,9,20,PZ,350,24.973
8/23/12,9,21,PZ,50,18.674
8/23/12,9,22,PZ,300,23.645
8/23/12,9,23,PZN,400,25.123
8/23/12,9,24,PZN,50,18.652
8/23/12,9,25,P,0,16.332
8/23/12,9,26,PZN,250,22.97
8/23/12,9,27,P,300,23.645
8/23/12,9,28,PZ,100,21.091
8/23/12,9,29,P,200,21.568
8/23/12,9,30,PZ,450,26.746
8/24/12,9,1,P,400,25.456
8/24/12,9,2,PZN,0,17.95
8/24/12,9,3,P,150,22.146
8/24/12,9,4,PZN,300,24.316
8/24/12,9,5,PZN,100,21.623
8/24/12,9,6,P,50,18.045
8/24/12,9,7,PZN,350,25.103
8/24/12,9,8,P,450,27.996
8/24/12,9,9,PZ,400,25.678
8/24/12,9,10,PZN,200,22.318
8/24/12,9,11,PZ,0,16.999
8/24/12,9,12,PZ,200,22.346
8/24/12,9,13,PZ,250,23.015
8/24/12,9,14,P,350,25.13
8/24/12,9,15,P,100,21.378
8/24/12,9,16,PZN,150,21.887
8/24/12,9,17,P,250,23.54
8/24/12,9,18,PZN,450,27.669
8/24/12,9,19,PZ,150,22.128
8/24/12,9,20,PZ,350,25.479
8/24/12,9,21,PZ,50,18.654
8/24/12,9,22,PZ,300,24.035
8/24/12,9,23,PZN,400,26.791
8/24/12,9,24,PZN,50,18.653
8/24/12,9,25,P,0,18.045
8/24/12,9,26,PZN,250,23.976
8/24/12,9,27,P,300,24.653
8/24/12,9,28,PZ,100,21.282
8/24/12,9,29,P,200,22.356
8/24/12,9,30,PZ,450,27.997
8/25/12,9,1,P,400,27.699
8/25/12,9,2,PZN,0,20.043
8/25/12,9,3,P,150,22.345
8/25/12,9,4,PZN,300,26.458
8/25/12,9,5,PZN,100,21.069
8/25/12,9,6,P,50,20.329
8/25/12,9,7,PZN,350,26.997
8/25/12,9,8,P,450,29.334
8/25/12,9,9,PZ,400,27.345
8/25/12,9,10,PZN,200,23.457
8/25/12,9,11,PZ,0,15.855
8/25/12,9,12,PZ,200,23.018
8/25/12,9,13,PZ,250,24.658
8/25/12,9,14,P,350,27.456
8/25/12,9,15,P,100,21.282
8/25/12,9,16,PZN,150,22.654
8/25/12,9,17,P,250,24.568
8/25/12,9,18,PZN,450,28.665
8/25/12,9,19,PZ,150,22.328
8/25/12,9,20,PZ,350,27.456
8/25/12,9,21,PZ,50,20.312
8/25/12,9,22,PZ,300,26.345
8/25/12,9,23,PZN,400,27.034
8/25/12,9,24,PZN,50,20.332
8/25/12,9,25,P,0,17.855
8/25/12,9,26,PZN,250,25.798
8/25/12,9,27,P,300,26.302
8/25/12,9,28,PZ,100,21.282
8/25/12,9,29,P,200,23.567
8/25/12,9,30,PZ,450,28.997
8/26/12,9,1,P,400,28.12
8/26/12,9,2,PZN,0,17.57
8/26/12,9,3,P,150,24.246
8/26/12,9,4,PZN,300,27.003
8/26/12,9,5,PZN,100,23.643
8/26/12,9,6,P,50,17.855
8/26/12,9,7,PZN,350,27.456
8/26/12,9,8,P,450,29.996
8/26/12,9,9,PZ,400,28.465
8/26/12,9,10,PZN,200,25.654
8/26/12,9,11,PZ,0,12.594
8/26/12,9,12,PZ,200,25.308
8/26/12,9,13,PZ,250,26.357
8/26/12,9,14,P,350,27.978
8/26/12,9,15,P,100,23.1
8/26/12,9,16,PZN,150,24.689
8/26/12,9,17,P,250,26.12
8/26/12,9,18,PZN,450,29.378
8/26/12,9,19,PZ,150,24.102
8/26/12,9,20,PZ,350,27.89
8/26/12,9,21,PZ,50,17.123
8/26/12,9,22,PZ,300,27.845
8/26/12,9,23,PZN,400,28.003
8/26/12,9,24,PZN,50,17.326
8/26/12,9,25,P,0,19.377
8/26/12,9,26,PZN,250,26.587
8/26/12,9,27,P,300,27.019
8/26/12,9,28,PZ,100,23.388
8/26/12,9,29,P,200,25.657
8/26/12,9,30,PZ,450,29.667
8/27/12,9,1,P,400,25.334
8/27/12,9,2,PZN,0,16.808
8/27/12,9,3,P,150,20.456
8/27/12,9,4,PZN,300,23.649
8/27/12,9,5,PZN,100,19.028
8/27/12,9,6,P,50,16.999
8/27/12,9,7,PZN,350,24.012
8/27/12,9,8,P,450,28.003
8/27/12,9,9,PZ,400,25.039
8/27/12,9,10,PZN,200,21.367
8/27/12,9,11,PZ,0,13.365
8/27/12,9,12,PZ,200,21.237
8/27/12,9,13,PZ,250,22.015
8/27/12,9,14,P,350,23.978
8/27/12,9,15,P,100,19.758
8/27/12,9,16,PZN,150,20.126
8/27/12,9,17,P,250,22.028
8/27/12,9,18,PZN,450,27.456
8/27/12,9,19,PZ,150,20.479
8/27/12,9,20,PZ,350,24.006
8/27/12,9,21,PZ,50,16.123
8/27/12,9,22,PZ,300,23.645
8/27/12,9,23,PZN,400,25.003
8/27/12,9,24,PZN,50,16.658
8/27/12,9,25,P,0,17.189
8/27/12,9,26,PZN,250,22.641
8/27/12,9,27,P,300,23.645
8/27/12,9,28,PZ,100,19.948
8/27/12,9,29,P,200,21.68
8/27/12,9,30,PZ,450,27.689
8/28/12,9,1,P,400,26.497
8/28/12,9,2,PZN,0,16.046
8/28/12,9,3,P,150,19.456
8/28/12,9,4,PZN,300,25.3
8/28/12,9,5,PZN,100,18.657
8/28/12,9,6,P,50,13.173
8/28/12,9,7,PZN,350,26.035
8/28/12,9,8,P,450,28.997
8/28/12,9,9,PZ,400,27.997
8/28/12,9,10,PZN,200,22.366
8/28/12,9,11,PZ,0,13.365
8/28/12,9,12,PZ,200,22.034
8/28/12,9,13,PZ,250,23.568
8/28/12,9,14,P,350,25.723
8/28/12,9,15,P,100,18.616
8/28/12,9,16,PZN,150,20.135
8/28/12,9,17,P,250,23.567
8/28/12,9,18,PZN,450,28.997
8/28/12,9,19,PZ,150,19.874
8/28/12,9,20,PZ,350,25.978
8/28/12,9,21,PZ,50,13.248
8/28/12,9,22,PZ,300,25.102
8/28/12,9,23,PZN,400,27.977
8/28/12,9,24,PZN,50,13.987
8/28/12,9,25,P,0,15.951
8/28/12,9,26,PZN,250,23.975
8/28/12,9,27,P,300,24.568
8/28/12,9,28,PZ,100,18.996
8/28/12,9,29,P,200,21.236
8/28/12,9,30,PZ,450,28.977
